,Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
3052,18,69,1.0,2.0,1.0,9,60,1.0,1.0,3,0.0,1.0,0.0,0.0,2,0.0,1.0,2.0,1.0,D
3053,15,78,1.0,1.0,1.0,7,81,1.0,1.0,0,1.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,D
3054,30,79,2.0,1.0,0.0,6,65,1.0,1.0,1,0.0,1.0,0.0,0.0,4,0.0,2.0,0.0,1.0,C
3055,15,93,1.0,1.0,1.0,7,52,1.0,1.0,3,0.0,1.0,0.0,0.0,5,0.0,1.0,0.0,1.0,D
3056,17,96,1.0,1.0,0.0,8,77,1.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,2.0,0.0,1.0,C
3057,21,77,1.0,0.0,1.0,5,94,0.0,1.0,1,1.0,2.0,0.0,0.0,3,0.0,0.0,2.0,0.0,D
3058,13,61,0.0,0.0,0.0,7,73,0.0,1.0,2,2.0,1.0,0.0,2.0,2,0.0,0.0,0.0,1.0,E
3059,18,94,1.0,1.0,1.0,7,69,1.0,1.0,1,1.0,2.0,0.0,2.0,2,0.0,0.0,2.0,1.0,D
3060,22,67,1.0,1.0,1.0,7,59,2.0,1.0,2,0.0,2.0,0.0,2.0,3,0.0,2.0,0.0,0.0,D
3061,18,85,1.0,2.0,0.0,7,69,1.0,1.0,2,0.0,1.0,1.0,2.0,4,0.0,0.0,0.0,0.0,D
3062,19,61,1.0,1.0,0.0,6,67,0.0,1.0,1,1.0,1.0,0.0,2.0,1,0.0,1.0,0.0,0.0,D
3063,17,76,2.0,1.0,0.0,8,100,0.0,0.0,0,2.0,1.0,1.0,1.0,4,0.0,0.0,1.0,0.0,D
3064,11,99,2.0,1.0,1.0,7,52,1.0,1.0,0,2.0,2.0,1.0,1.0,5,0.0,1.0,0.0,1.0,D
3065,22,64,1.0,1.0,1.0,7,62,1.0,1.0,3,0.0,1.0,1.0,1.0,4,0.0,2.0,1.0,1.0,D
3066,31,77,2.0,0.0,1.0,5,53,2.0,1.0,1,1.0,1.0,0.0,1.0,2,0.0,0.0,0.0,1.0,D
3067,20,72,2.0,0.0,1.0,8,93,1.0,1.0,4,0.0,2.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
3068,21,96,2.0,1.0,1.0,6,71,2.0,0.0,3,1.0,1.0,0.0,0.0,3,0.0,0.0,0.0,1.0,C
3069,24,95,1.0,0.0,1.0,9,90,1.0,1.0,3,0.0,0.0,0.0,2.0,4,0.0,0.0,1.0,0.0,C
3070,12,70,2.0,1.0,0.0,5,85,2.0,1.0,1,2.0,1.0,0.0,2.0,3,0.0,2.0,0.0,1.0,D
3071,30,63,1.0,2.0,1.0,8,96,1.0,1.0,4,0.0,1.0,1.0,2.0,3,0.0,2.0,0.0,1.0,C
3072,21,85,1.0,1.0,0.0,4,51,0.0,1.0,2,0.0,1.0,0.0,1.0,3,0.0,1.0,0.0,1.0,D
3073,30,73,2.0,0.0,0.0,4,60,1.0,1.0,0,0.0,0.0,1.0,2.0,4,0.0,0.0,1.0,1.0,D
3075,31,61,1.0,1.0,0.0,4,79,1.0,1.0,0,0.0,0.0,0.0,2.0,3,0.0,0.0,1.0,1.0,D
3076,25,65,2.0,0.0,1.0,8,85,1.0,1.0,2,0.0,1.0,0.0,0.0,3,0.0,2.0,0.0,1.0,D
3077,23,87,1.0,0.0,0.0,7,79,1.0,1.0,2,1.0,1.0,0.0,1.0,2,0.0,0.0,2.0,0.0,D
3078,21,68,1.0,1.0,0.0,9,79,0.0,1.0,1,2.0,2.0,1.0,0.0,4,0.0,2.0,1.0,1.0,D
3079,19,94,1.0,1.0,0.0,7,97,1.0,1.0,0,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,1.0,D
3080,27,62,2.0,0.0,0.0,7,96,1.0,1.0,2,0.0,1.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
3081,21,69,2.0,1.0,1.0,7,52,0.0,1.0,0,0.0,1.0,0.0,0.0,3,0.0,2.0,0.0,0.0,D
3082,8,100,2.0,2.0,1.0,6,71,1.0,1.0,0,0.0,2.0,0.0,2.0,2,0.0,2.0,0.0,1.0,C
3083,13,77,0.0,1.0,1.0,6,76,0.0,0.0,1,1.0,0.0,1.0,1.0,4,0.0,1.0,1.0,0.0,D
3084,19,88,0.0,1.0,1.0,5,68,2.0,1.0,1,0.0,0.0,0.0,2.0,5,0.0,0.0,1.0,0.0,D
3085,22,67,0.0,1.0,0.0,8,52,1.0,1.0,1,1.0,0.0,0.0,0.0,2,1.0,1.0,1.0,1.0,D
3086,20,84,0.0,0.0,0.0,7,74,0.0,1.0,1,2.0,1.0,0.0,1.0,3,0.0,2.0,0.0,1.0,D
3087,27,89,1.0,1.0,1.0,7,99,1.0,1.0,0,1.0,2.0,0.0,2.0,2,0.0,0.0,0.0,1.0,C
3088,8,73,1.0,2.0,1.0,10,54,1.0,1.0,2,1.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
3089,21,93,0.0,0.0,1.0,6,91,0.0,1.0,1,2.0,1.0,0.0,0.0,3,0.0,2.0,0.0,0.0,D
3090,9,84,2.0,2.0,1.0,7,60,2.0,1.0,1,0.0,1.0,1.0,2.0,3,0.0,1.0,1.0,0.0,D
3091,25,76,1.0,1.0,1.0,7,79,1.0,1.0,2,1.0,1.0,0.0,2.0,2,0.0,1.0,0.0,0.0,D
3092,19,82,2.0,1.0,0.0,9,69,0.0,1.0,2,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.0,D
3093,23,83,1.0,0.0,0.0,7,67,1.0,1.0,3,0.0,0.0,0.0,0.0,4,0.0,0.0,1.0,1.0,D
3094,15,67,1.0,1.0,1.0,7,94,0.0,1.0,0,2.0,0.0,1.0,2.0,2,0.0,2.0,1.0,0.0,D
3095,28,76,1.0,1.0,1.0,10,99,2.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,C
3096,26,74,1.0,1.0,0.0,6,69,1.0,1.0,2,0.0,2.0,0.0,2.0,4,0.0,2.0,1.0,0.0,D
3097,24,76,1.0,1.0,1.0,7,82,1.0,1.0,2,1.0,1.0,0.0,2.0,4,0.0,1.0,2.0,0.0,D
3098,19,90,1.0,1.0,0.0,8,78,1.0,1.0,1,0.0,1.0,1.0,1.0,3,0.0,0.0,1.0,0.0,D
3099,23,79,2.0,2.0,1.0,6,54,0.0,1.0,1,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,D
3100,16,98,2.0,0.0,1.0,8,52,1.0,1.0,3,0.0,2.0,0.0,1.0,3,0.0,1.0,1.0,1.0,D
3101,25,72,1.0,1.0,0.0,6,89,0.0,1.0,3,0.0,2.0,0.0,1.0,5,0.0,0.0,0.0,0.0,D
3102,30,77,1.0,0.0,1.0,9,70,1.0,1.0,0,1.0,2.0,0.0,1.0,1,0.0,0.0,1.0,0.0,D
3103,26,91,2.0,1.0,1.0,8,65,0.0,1.0,0,1.0,2.0,0.0,1.0,2,0.0,0.0,1.0,0.0,C
3104,16,82,2.0,2.0,0.0,7,99,0.0,1.0,3,1.0,1.0,0.0,2.0,3,0.0,2.0,1.0,0.0,C
3105,22,82,1.0,0.0,0.0,5,54,1.0,1.0,2,1.0,1.0,0.0,1.0,2,0.0,1.0,1.0,0.0,D
3106,12,62,2.0,2.0,1.0,6,63,2.0,1.0,0,0.0,1.0,1.0,0.0,2,0.0,0.0,0.0,0.0,D
3107,23,76,0.0,2.0,1.0,7,93,1.0,1.0,2,0.0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.0,D
3108,23,71,0.0,1.0,1.0,8,71,0.0,1.0,1,0.0,0.0,0.0,1.0,2,0.0,2.0,0.0,1.0,D
3109,9,100,0.0,0.0,0.0,7,79,1.0,1.0,1,0.0,1.0,0.0,2.0,2,0.0,2.0,0.0,0.0,D
3111,18,95,1.0,2.0,0.0,8,96,1.0,1.0,3,1.0,0.0,0.0,0.0,6,0.0,2.0,0.0,0.0,C
3112,18,87,0.0,0.0,0.0,8,57,1.0,0.0,3,2.0,2.0,0.0,2.0,4,0.0,0.0,0.0,0.0,D
3113,13,74,2.0,2.0,1.0,7,61,1.0,1.0,2,0.0,1.0,0.0,2.0,3,0.0,0.0,1.0,0.0,D
3114,22,82,1.0,2.0,1.0,7,58,1.0,1.0,0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,0.0,D
3115,22,94,1.0,1.0,1.0,7,75,0.0,1.0,0,0.0,2.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
3116,19,95,0.0,2.0,1.0,6,91,2.0,1.0,1,1.0,2.0,0.0,1.0,4,0.0,1.0,0.0,0.0,C
3117,15,66,1.0,1.0,0.0,9,63,1.0,1.0,3,1.0,1.0,1.0,1.0,3,0.0,0.0,0.0,0.0,D
3118,26,74,0.0,1.0,0.0,8,57,1.0,1.0,0,1.0,1.0,1.0,2.0,1,0.0,0.0,0.0,0.0,D
3119,30,73,2.0,1.0,1.0,9,70,0.0,1.0,0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,0.0,D
3120,17,62,2.0,0.0,0.0,6,99,1.0,1.0,2,1.0,1.0,1.0,0.0,3,0.0,0.0,2.0,1.0,D
3121,16,84,1.0,2.0,1.0,8,51,0.0,1.0,0,1.0,1.0,0.0,0.0,3,0.0,2.0,0.0,1.0,D
3122,23,94,0.0,0.0,1.0,9,75,1.0,1.0,3,0.0,1.0,1.0,1.0,2,0.0,2.0,1.0,1.0,D
3123,18,75,2.0,1.0,1.0,9,83,1.0,1.0,2,0.0,1.0,0.0,2.0,4,1.0,2.0,1.0,1.0,D
3124,19,90,1.0,2.0,1.0,5,90,0.0,1.0,0,0.0,1.0,0.0,1.0,2,0.0,1.0,2.0,1.0,A
3125,24,85,1.0,1.0,1.0,7,87,2.0,1.0,2,1.0,1.0,1.0,1.0,2,0.0,0.0,0.0,1.0,C
3126,9,75,1.0,1.0,0.0,7,54,0.0,1.0,2,0.0,1.0,0.0,2.0,4,0.0,0.0,0.0,1.0,D
3127,28,66,2.0,1.0,1.0,9,73,1.0,1.0,2,0.0,1.0,0.0,2.0,2,0.0,1.0,0.0,0.0,D
3128,20,88,1.0,1.0,0.0,4,54,0.0,1.0,0,2.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,D
3129,18,94,2.0,2.0,1.0,5,81,1.0,1.0,0,2.0,0.0,0.0,0.0,5,0.0,0.0,0.0,1.0,C
3130,19,87,0.0,1.0,0.0,9,54,0.0,1.0,3,0.0,2.0,0.0,2.0,4,0.0,0.0,1.0,1.0,D
3131,20,61,0.0,1.0,0.0,6,52,1.0,1.0,2,0.0,0.0,1.0,0.0,2,0.0,2.0,0.0,0.0,D
3132,10,69,1.0,1.0,1.0,5,65,0.0,1.0,0,1.0,1.0,1.0,2.0,3,0.0,0.0,0.0,1.0,D
3133,29,63,0.0,0.0,1.0,9,97,2.0,0.0,3,1.0,2.0,0.0,0.0,3,0.0,0.0,0.0,0.0,D
3134,20,83,1.0,0.0,1.0,5,85,1.0,1.0,1,2.0,2.0,0.0,1.0,2,0.0,1.0,2.0,0.0,D
3135,23,90,0.0,0.0,0.0,9,50,0.0,1.0,4,1.0,1.0,1.0,1.0,3,0.0,0.0,1.0,0.0,D
3136,26,64,1.0,1.0,0.0,5,64,1.0,1.0,2,2.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,D
3137,14,94,1.0,1.0,0.0,5,51,1.0,1.0,0,1.0,2.0,0.0,1.0,3,0.0,1.0,0.0,0.0,D
3138,23,82,2.0,0.0,0.0,7,65,2.0,1.0,1,1.0,2.0,0.0,0.0,3,0.0,0.0,0.0,1.0,D
3139,18,88,2.0,0.0,1.0,6,84,1.0,1.0,1,1.0,2.0,0.0,2.0,3,0.0,2.0,1.0,1.0,C
3140,25,99,2.0,1.0,1.0,7,88,1.0,1.0,3,0.0,1.0,1.0,2.0,4,0.0,1.0,1.0,1.0,C
3141,7,63,2.0,2.0,1.0,10,90,1.0,1.0,0,0.0,1.0,1.0,2.0,2,1.0,0.0,1.0,0.0,B
3142,19,96,1.0,1.0,1.0,7,95,2.0,1.0,3,1.0,2.0,1.0,0.0,3,0.0,1.0,0.0,1.0,C
3143,16,65,1.0,0.0,0.0,9,68,1.0,1.0,1,2.0,1.0,0.0,1.0,3,0.0,0.0,1.0,0.0,D
3144,23,76,2.0,2.0,0.0,7,93,1.0,1.0,0,1.0,1.0,1.0,0.0,6,0.0,0.0,1.0,0.0,D
3145,23,94,1.0,2.0,0.0,8,86,1.0,1.0,1,0.0,2.0,0.0,1.0,0,0.0,1.0,2.0,1.0,C
3146,16,96,1.0,1.0,1.0,4,77,2.0,1.0,1,2.0,2.0,0.0,2.0,2,0.0,0.0,0.0,0.0,C
3147,16,80,2.0,1.0,1.0,8,98,2.0,1.0,2,1.0,2.0,1.0,2.0,4,0.0,2.0,0.0,0.0,C
3148,19,84,1.0,1.0,0.0,8,97,2.0,1.0,2,1.0,1.0,0.0,1.0,1,1.0,1.0,0.0,0.0,D
3149,15,88,2.0,2.0,1.0,6,95,1.0,1.0,2,0.0,1.0,0.0,0.0,4,0.0,0.0,0.0,1.0,C
3150,25,93,1.0,1.0,1.0,10,60,0.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,1.0,1.0,0.0,C
3151,18,65,1.0,2.0,1.0,6,60,0.0,1.0,0,1.0,2.0,1.0,1.0,3,0.0,0.0,1.0,1.0,D
3152,3,92,2.0,0.0,1.0,5,95,2.0,1.0,3,1.0,1.0,0.0,1.0,1,0.0,2.0,0.0,1.0,D
3153,18,79,1.0,1.0,0.0,8,70,2.0,1.0,3,1.0,1.0,0.0,2.0,3,0.0,1.0,0.0,1.0,D
3154,14,78,2.0,2.0,1.0,5,90,1.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,2.0,0.0,1.0,D
3155,10,77,2.0,2.0,0.0,7,84,0.0,1.0,2,0.0,2.0,1.0,1.0,1,0.0,0.0,2.0,0.0,D
3156,13,80,1.0,2.0,0.0,9,88,1.0,1.0,1,2.0,2.0,0.0,2.0,3,0.0,2.0,0.0,0.0,D
3157,21,98,0.0,2.0,1.0,8,51,1.0,1.0,0,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
3158,28,82,1.0,2.0,0.0,7,71,0.0,1.0,1,1.0,2.0,0.0,1.0,3,0.0,0.0,0.0,0.0,C
3159,22,98,1.0,1.0,1.0,6,93,1.0,1.0,4,0.0,1.0,0.0,1.0,4,0.0,0.0,0.0,1.0,C
3160,16,67,2.0,1.0,1.0,9,74,1.0,1.0,1,2.0,2.0,0.0,2.0,3,0.0,2.0,1.0,0.0,D
3161,23,89,0.0,1.0,0.0,5,85,0.0,1.0,0,0.0,1.0,0.0,2.0,3,0.0,2.0,1.0,0.0,D
3162,17,92,0.0,1.0,1.0,8,88,2.0,0.0,1,2.0,1.0,0.0,1.0,3,0.0,0.0,0.0,1.0,D
3163,16,87,0.0,1.0,1.0,10,56,0.0,1.0,2,1.0,2.0,1.0,1.0,0,0.0,2.0,1.0,1.0,D
3164,13,84,1.0,1.0,1.0,8,58,2.0,1.0,2,0.0,0.0,0.0,1.0,3,0.0,2.0,0.0,1.0,D
3165,9,83,2.0,0.0,1.0,7,86,1.0,1.0,0,0.0,1.0,0.0,0.0,1,0.0,1.0,2.0,1.0,D
3166,18,94,0.0,0.0,1.0,7,53,0.0,1.0,3,1.0,2.0,1.0,1.0,2,0.0,0.0,0.0,1.0,D
3167,21,93,1.0,2.0,1.0,6,67,2.0,1.0,1,1.0,2.0,0.0,2.0,3,0.0,2.0,0.0,1.0,C
3168,19,65,1.0,0.0,1.0,6,96,1.0,1.0,2,1.0,2.0,1.0,1.0,2,0.0,2.0,0.0,0.0,D
3169,18,94,2.0,0.0,0.0,7,79,2.0,1.0,2,2.0,1.0,1.0,1.0,4,0.0,0.0,0.0,1.0,C
3170,14,77,2.0,1.0,1.0,8,96,1.0,1.0,3,1.0,1.0,0.0,1.0,2,0.0,2.0,0.0,0.0,D
3171,24,70,2.0,1.0,1.0,9,65,1.0,1.0,3,1.0,0.0,1.0,2.0,3,0.0,0.0,1.0,0.0,D
3172,12,95,0.0,1.0,1.0,4,82,2.0,1.0,2,0.0,1.0,0.0,0.0,3,0.0,0.0,1.0,0.0,D
3173,25,77,1.0,0.0,0.0,4,64,0.0,1.0,3,0.0,1.0,0.0,1.0,4,1.0,1.0,0.0,1.0,D
3174,14,92,2.0,0.0,1.0,9,56,0.0,1.0,1,1.0,1.0,0.0,1.0,4,0.0,0.0,1.0,1.0,D
3175,15,71,2.0,2.0,0.0,7,100,0.0,1.0,2,0.0,0.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
3176,11,60,1.0,2.0,0.0,7,59,2.0,1.0,2,0.0,1.0,0.0,2.0,1,0.0,1.0,1.0,0.0,D
3177,17,80,2.0,0.0,1.0,8,59,1.0,1.0,0,2.0,2.0,0.0,0.0,4,0.0,1.0,0.0,1.0,D
3178,26,64,2.0,1.0,1.0,7,92,0.0,1.0,2,0.0,2.0,1.0,2.0,4,0.0,1.0,1.0,1.0,D
3179,23,90,1.0,1.0,1.0,10,90,0.0,1.0,3,0.0,1.0,0.0,2.0,5,0.0,0.0,0.0,0.0,C
3180,26,71,0.0,2.0,0.0,8,99,1.0,0.0,1,1.0,1.0,0.0,2.0,3,0.0,1.0,0.0,0.0,D
3181,23,78,1.0,1.0,1.0,6,54,2.0,1.0,0,0.0,1.0,0.0,1.0,3,0.0,2.0,0.0,1.0,D
3182,13,63,2.0,1.0,0.0,6,55,2.0,1.0,0,1.0,0.0,0.0,2.0,4,0.0,2.0,0.0,0.0,D
3183,18,71,1.0,1.0,0.0,7,72,2.0,1.0,0,2.0,2.0,0.0,2.0,5,0.0,1.0,1.0,1.0,D
3184,15,91,2.0,1.0,0.0,6,80,1.0,1.0,0,0.0,1.0,1.0,2.0,3,0.0,2.0,0.0,0.0,D
3185,28,66,1.0,1.0,0.0,10,52,0.0,1.0,0,0.0,2.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
3186,13,86,0.0,1.0,0.0,7,58,1.0,0.0,0,1.0,1.0,1.0,2.0,3,0.0,0.0,0.0,0.0,D
3188,25,87,2.0,1.0,1.0,8,83,1.0,1.0,0,1.0,2.0,1.0,2.0,4,0.0,1.0,1.0,0.0,C
3189,31,92,1.0,1.0,1.0,9,54,1.0,0.0,1,0.0,1.0,1.0,2.0,3,0.0,1.0,0.0,0.0,C
3190,18,64,0.0,2.0,1.0,9,97,1.0,1.0,2,1.0,1.0,0.0,0.0,3,0.0,0.0,1.0,1.0,D
3191,24,70,2.0,2.0,0.0,6,63,0.0,0.0,0,0.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
3192,34,96,1.0,1.0,1.0,5,94,2.0,1.0,1,1.0,2.0,0.0,0.0,5,1.0,0.0,1.0,1.0,C
3193,16,89,2.0,1.0,0.0,9,96,1.0,1.0,2,1.0,0.0,0.0,2.0,3,0.0,1.0,2.0,0.0,D
3194,11,86,1.0,1.0,0.0,5,75,1.0,1.0,1,1.0,0.0,0.0,1.0,4,0.0,2.0,1.0,1.0,D
3195,9,87,0.0,0.0,0.0,8,71,0.0,0.0,0,0.0,2.0,0.0,1.0,1,0.0,1.0,1.0,0.0,D
3196,24,77,1.0,1.0,1.0,6,64,1.0,1.0,2,2.0,1.0,0.0,2.0,4,0.0,0.0,0.0,0.0,D
3197,9,62,2.0,2.0,1.0,9,90,2.0,1.0,4,2.0,1.0,0.0,1.0,4,0.0,1.0,2.0,0.0,D
3198,18,91,0.0,1.0,1.0,5,60,0.0,1.0,0,2.0,2.0,1.0,2.0,4,0.0,0.0,1.0,0.0,D
3199,23,87,2.0,0.0,0.0,6,81,0.0,1.0,5,1.0,2.0,1.0,1.0,2,0.0,0.0,2.0,1.0,C
3200,21,79,1.0,0.0,1.0,8,78,0.0,1.0,1,0.0,2.0,0.0,2.0,4,0.0,1.0,1.0,1.0,D
3201,23,96,1.0,1.0,1.0,8,62,1.0,1.0,0,0.0,2.0,0.0,1.0,4,0.0,0.0,1.0,1.0,D
3202,21,73,1.0,1.0,1.0,9,99,1.0,1.0,2,1.0,2.0,0.0,1.0,3,0.0,2.0,0.0,0.0,D
3203,28,72,2.0,1.0,1.0,8,92,0.0,1.0,1,1.0,1.0,0.0,0.0,2,0.0,0.0,0.0,1.0,D
3204,14,95,1.0,1.0,1.0,8,51,1.0,1.0,5,1.0,1.0,1.0,2.0,4,0.0,1.0,0.0,1.0,C
3205,16,92,1.0,0.0,0.0,9,71,2.0,1.0,2,0.0,1.0,1.0,1.0,2,0.0,0.0,1.0,1.0,D
3206,15,81,2.0,1.0,0.0,5,68,0.0,0.0,0,1.0,2.0,0.0,2.0,3,0.0,0.0,0.0,1.0,D
3207,25,65,0.0,1.0,0.0,6,94,1.0,1.0,1,0.0,2.0,0.0,0.0,4,0.0,1.0,0.0,0.0,D
3208,25,69,0.0,1.0,1.0,5,63,1.0,1.0,1,2.0,1.0,1.0,1.0,2,0.0,0.0,0.0,0.0,D
3209,23,86,0.0,1.0,1.0,4,100,1.0,1.0,0,0.0,2.0,0.0,0.0,3,0.0,2.0,0.0,0.0,D
3210,27,75,1.0,1.0,0.0,8,60,1.0,1.0,4,1.0,1.0,0.0,2.0,2,0.0,2.0,1.0,1.0,D
3211,13,93,1.0,2.0,0.0,9,62,0.0,1.0,0,0.0,1.0,1.0,1.0,3,0.0,0.0,1.0,0.0,D
3212,30,98,2.0,2.0,1.0,8,83,2.0,0.0,1,0.0,2.0,0.0,1.0,3,0.0,0.0,0.0,1.0,C
3213,29,92,1.0,2.0,0.0,8,58,0.0,1.0,2,1.0,0.0,1.0,1.0,3,0.0,1.0,0.0,0.0,C
3214,24,75,1.0,0.0,0.0,7,94,1.0,1.0,2,1.0,2.0,0.0,0.0,4,0.0,0.0,0.0,0.0,D
3215,31,92,2.0,1.0,1.0,7,55,1.0,1.0,3,0.0,2.0,0.0,2.0,3,0.0,0.0,0.0,0.0,C
3216,10,74,1.0,1.0,1.0,10,99,2.0,1.0,2,1.0,2.0,0.0,1.0,3,0.0,1.0,0.0,0.0,D
3217,17,67,2.0,2.0,1.0,9,94,1.0,1.0,2,0.0,0.0,1.0,2.0,3,0.0,0.0,0.0,1.0,D
3218,16,61,1.0,2.0,0.0,6,92,2.0,1.0,4,2.0,2.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
3219,24,75,0.0,2.0,1.0,9,70,2.0,1.0,5,2.0,2.0,0.0,0.0,5,0.0,1.0,0.0,1.0,C
3220,14,96,1.0,0.0,0.0,9,76,1.0,1.0,0,0.0,2.0,0.0,1.0,3,0.0,0.0,1.0,0.0,D
3221,25,70,0.0,2.0,0.0,8,73,2.0,1.0,1,0.0,0.0,0.0,0.0,2,0.0,2.0,0.0,0.0,D
3222,28,68,0.0,2.0,1.0,8,99,1.0,1.0,1,2.0,1.0,0.0,1.0,3,0.0,0.0,0.0,1.0,D
3223,24,99,1.0,0.0,1.0,8,52,0.0,1.0,1,0.0,2.0,0.0,0.0,2,0.0,0.0,0.0,0.0,D
3225,14,91,0.0,1.0,0.0,5,98,2.0,1.0,0,2.0,2.0,0.0,1.0,3,0.0,0.0,0.0,1.0,D
3227,27,61,1.0,1.0,0.0,5,70,1.0,1.0,2,0.0,0.0,0.0,1.0,2,0.0,1.0,0.0,0.0,D
3228,25,97,1.0,2.0,1.0,5,82,2.0,1.0,1,0.0,2.0,0.0,0.0,5,0.0,1.0,1.0,0.0,C
3229,20,66,0.0,2.0,1.0,4,95,2.0,1.0,2,2.0,1.0,0.0,1.0,2,0.0,0.0,1.0,1.0,D
3230,17,82,1.0,2.0,0.0,6,65,0.0,1.0,4,0.0,1.0,1.0,2.0,3,0.0,0.0,1.0,1.0,D
3231,8,71,2.0,1.0,1.0,8,97,1.0,1.0,3,1.0,1.0,1.0,1.0,1,1.0,0.0,0.0,1.0,D
3232,14,63,1.0,1.0,1.0,8,64,2.0,1.0,1,0.0,1.0,0.0,1.0,3,0.0,0.0,1.0,0.0,D
3233,31,62,1.0,1.0,1.0,8,91,2.0,1.0,4,2.0,2.0,0.0,2.0,4,0.0,0.0,1.0,0.0,C
3234,12,65,0.0,1.0,1.0,6,64,1.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,1.0,0.0,1.0,D
3235,21,63,1.0,0.0,1.0,7,54,0.0,1.0,1,1.0,1.0,1.0,2.0,3,0.0,1.0,1.0,1.0,D
3236,26,90,2.0,2.0,1.0,8,91,1.0,1.0,1,2.0,2.0,1.0,1.0,4,1.0,0.0,0.0,0.0,C
3237,12,79,1.0,1.0,0.0,8,73,1.0,1.0,2,1.0,1.0,1.0,1.0,4,0.0,0.0,0.0,0.0,D
3238,21,74,0.0,0.0,1.0,6,70,0.0,1.0,2,0.0,2.0,0.0,2.0,3,0.0,0.0,1.0,1.0,D
3239,26,77,0.0,0.0,0.0,7,71,1.0,1.0,1,1.0,2.0,0.0,1.0,4,0.0,2.0,1.0,0.0,D
3241,37,96,2.0,1.0,1.0,7,63,1.0,1.0,0,1.0,2.0,1.0,2.0,4,0.0,0.0,0.0,0.0,C
3242,10,89,1.0,1.0,1.0,6,62,1.0,1.0,4,0.0,1.0,0.0,2.0,3,0.0,2.0,1.0,0.0,D
3243,26,95,1.0,2.0,0.0,9,74,0.0,1.0,3,0.0,1.0,1.0,1.0,3,1.0,0.0,0.0,1.0,C
3244,19,73,2.0,1.0,0.0,6,52,1.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
3245,25,75,0.0,0.0,1.0,7,82,1.0,1.0,3,1.0,2.0,1.0,0.0,4,0.0,2.0,0.0,0.0,D
3246,23,85,1.0,1.0,1.0,6,91,0.0,1.0,1,0.0,2.0,0.0,1.0,3,0.0,0.0,2.0,0.0,D
3247,16,85,2.0,0.0,1.0,6,86,0.0,1.0,3,2.0,2.0,1.0,1.0,2,0.0,0.0,2.0,0.0,D
3248,21,79,1.0,0.0,0.0,8,73,1.0,1.0,1,0.0,0.0,0.0,1.0,2,0.0,0.0,0.0,1.0,D
3249,9,76,0.0,2.0,0.0,6,78,0.0,0.0,0,1.0,1.0,0.0,0.0,4,1.0,2.0,0.0,0.0,D
3251,22,93,2.0,1.0,1.0,4,96,2.0,1.0,1,2.0,0.0,1.0,2.0,2,0.0,1.0,0.0,0.0,C
3252,24,77,1.0,1.0,1.0,8,78,0.0,1.0,2,2.0,2.0,1.0,2.0,3,0.0,0.0,1.0,0.0,D
3253,26,89,2.0,1.0,0.0,7,66,1.0,1.0,0,0.0,1.0,0.0,1.0,5,1.0,1.0,0.0,0.0,C
3254,22,71,1.0,1.0,0.0,7,65,0.0,1.0,1,0.0,1.0,0.0,1.0,3,0.0,1.0,0.0,0.0,D
3255,21,64,2.0,0.0,1.0,7,83,2.0,1.0,2,0.0,0.0,0.0,1.0,3,0.0,0.0,1.0,1.0,D
3256,15,74,2.0,1.0,1.0,8,79,1.0,1.0,0,2.0,1.0,0.0,0.0,3,0.0,1.0,0.0,0.0,D
3257,16,76,1.0,1.0,0.0,7,59,0.0,1.0,0,0.0,1.0,0.0,1.0,2,0.0,1.0,0.0,1.0,D
3259,29,93,1.0,1.0,1.0,7,84,1.0,1.0,0,2.0,1.0,0.0,1.0,3,0.0,1.0,1.0,0.0,C
