Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
24,95,1.0,0.0,0.0,4,63,0.0,1.0,3,0.0,1.0,0.0,2.0,3,0.0,0.0,0.0,1.0,C
19,89,1.0,0.0,0.0,10,74,1.0,1.0,1,0.0,1.0,0.0,2.0,2,0.0,0.0,1.0,1.0,D
22,67,0.0,2.0,1.0,8,53,1.0,1.0,0,1.0,2.0,0.0,0.0,3,0.0,0.0,2.0,0.0,D
13,83,0.0,0.0,0.0,5,59,2.0,1.0,4,0.0,1.0,1.0,1.0,2,0.0,0.0,0.0,1.0,D
21,73,0.0,1.0,1.0,9,60,2.0,1.0,2,1.0,1.0,0.0,2.0,3,0.0,1.0,0.0,0.0,D
2,67,1.0,1.0,0.0,6,73,0.0,1.0,1,0.0,1.0,1.0,2.0,2,0.0,1.0,1.0,0.0,E
19,94,1.0,2.0,1.0,6,91,1.0,1.0,1,0.0,1.0,0.0,0.0,3,0.0,0.0,1.0,0.0,C
10,76,1.0,0.0,0.0,4,68,1.0,1.0,1,2.0,0.0,1.0,1.0,6,0.0,1.0,0.0,0.0,D
25,67,2.0,1.0,1.0,6,65,1.0,1.0,1,0.0,1.0,0.0,0.0,3,0.0,0.0,0.0,0.0,D
23,75,1.0,0.0,1.0,8,66,1.0,1.0,5,1.0,0.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
29,95,2.0,1.0,0.0,9,70,1.0,0.0,1,0.0,1.0,1.0,2.0,2,0.0,2.0,0.0,1.0,C
14,75,1.0,1.0,1.0,5,95,1.0,1.0,0,1.0,1.0,0.0,2.0,3,0.0,1.0,1.0,0.0,B
30,98,0.0,1.0,0.0,7,51,2.0,1.0,0,0.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,C
26,98,1.0,1.0,1.0,4,81,0.0,1.0,1,0.0,1.0,0.0,2.0,4,0.0,2.0,0.0,0.0,C
19,66,1.0,2.0,0.0,7,94,0.0,1.0,1,2.0,1.0,0.0,2.0,4,0.0,0.0,1.0,1.0,D
27,67,2.0,1.0,1.0,10,71,1.0,1.0,1,0.0,2.0,0.0,1.0,3,0.0,0.0,0.0,1.0,D
13,95,1.0,1.0,1.0,4,83,0.0,0.0,1,0.0,2.0,0.0,1.0,4,0.0,1.0,1.0,0.0,D
15,76,2.0,2.0,1.0,5,79,1.0,1.0,4,1.0,1.0,0.0,1.0,4,0.0,2.0,1.0,1.0,D
16,60,1.0,2.0,1.0,8,67,0.0,1.0,0,0.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
17,71,1.0,0.0,0.0,8,57,1.0,1.0,3,1.0,2.0,1.0,2.0,4,0.0,0.0,0.0,1.0,D
14,84,0.0,2.0,0.0,6,61,0.0,1.0,1,2.0,1.0,0.0,2.0,2,0.0,1.0,2.0,0.0,D
27,92,0.0,1.0,1.0,9,53,0.0,1.0,2,0.0,1.0,0.0,0.0,2,0.0,1.0,2.0,0.0,D
18,65,1.0,0.0,0.0,6,88,1.0,1.0,1,1.0,1.0,1.0,2.0,1,1.0,1.0,0.0,0.0,D
22,64,1.0,1.0,1.0,10,77,2.0,1.0,5,1.0,1.0,0.0,1.0,3,1.0,0.0,0.0,0.0,D
17,97,2.0,0.0,1.0,8,89,1.0,1.0,1,0.0,1.0,0.0,1.0,4,0.0,1.0,0.0,0.0,C
9,90,2.0,1.0,1.0,9,65,0.0,1.0,3,1.0,1.0,0.0,2.0,3,0.0,0.0,0.0,1.0,D
22,84,1.0,1.0,1.0,8,90,1.0,1.0,2,1.0,1.0,0.0,2.0,2,0.0,1.0,0.0,1.0,C
9,91,1.0,1.0,0.0,8,65,2.0,1.0,0,1.0,1.0,0.0,2.0,4,0.0,0.0,1.0,0.0,D
20,77,0.0,1.0,0.0,8,56,1.0,1.0,1,1.0,2.0,0.0,2.0,4,0.0,1.0,1.0,0.0,D
12,90,1.0,2.0,1.0,9,77,1.0,1.0,3,1.0,1.0,0.0,2.0,3,0.0,2.0,0.0,0.0,C
32,75,2.0,1.0,1.0,7,97,2.0,1.0,1,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.0,C
25,70,1.0,1.0,0.0,6,71,0.0,1.0,0,0.0,1.0,0.0,1.0,2,0.0,1.0,0.0,1.0,D
21,89,2.0,2.0,1.0,7,76,1.0,1.0,1,1.0,1.0,0.0,2.0,2,0.0,0.0,0.0,0.0,C
28,77,2.0,2.0,1.0,6,73,0.0,1.0,3,1.0,2.0,1.0,0.0,3,0.0,1.0,0.0,1.0,C
15,99,1.0,2.0,1.0,6,73,2.0,1.0,1,2.0,2.0,0.0,0.0,5,0.0,2.0,0.0,0.0,C
23,74,0.0,0.0,0.0,9,61,0.0,1.0,0,1.0,0.0,0.0,2.0,4,0.0,2.0,0.0,0.0,D
21,97,1.0,1.0,0.0,8,71,2.0,1.0,2,2.0,2.0,0.0,1.0,1,0.0,1.0,1.0,0.0,C
22,97,0.0,1.0,0.0,8,75,1.0,1.0,1,1.0,1.0,1.0,2.0,4,0.0,2.0,0.0,0.0,C
28,70,1.0,1.0,1.0,9,87,0.0,1.0,0,0.0,1.0,0.0,1.0,3,0.0,0.0,1.0,0.0,D
24,92,2.0,0.0,0.0,8,57,1.0,1.0,3,1.0,1.0,1.0,2.0,3,0.0,1.0,0.0,1.0,C
22,77,1.0,1.0,1.0,10,79,2.0,1.0,2,1.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,D
10,97,2.0,2.0,0.0,4,83,0.0,1.0,1,0.0,2.0,0.0,1.0,2,0.0,2.0,0.0,0.0,D
14,78,2.0,1.0,1.0,6,69,2.0,1.0,0,1.0,1.0,0.0,2.0,5,0.0,1.0,1.0,1.0,D
19,90,2.0,1.0,1.0,6,77,1.0,1.0,0,2.0,1.0,0.0,1.0,4,0.0,2.0,0.0,0.0,C
13,69,2.0,2.0,0.0,7,73,0.0,1.0,1,1.0,0.0,1.0,2.0,2,0.0,0.0,2.0,0.0,D
34,68,1.0,1.0,0.0,7,67,2.0,1.0,0,1.0,1.0,1.0,1.0,2,0.0,0.0,1.0,0.0,D
29,77,1.0,0.0,1.0,10,91,2.0,1.0,2,0.0,1.0,0.0,0.0,4,0.0,2.0,0.0,1.0,C
24,90,2.0,2.0,0.0,8,99,2.0,1.0,0,0.0,1.0,0.0,1.0,3,0.0,1.0,1.0,1.0,C
20,84,2.0,2.0,0.0,6,61,1.0,1.0,3,1.0,1.0,1.0,1.0,2,0.0,0.0,0.0,0.0,D
19,88,1.0,2.0,0.0,8,94,2.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,0.0,1.0,0.0,C
14,71,2.0,2.0,0.0,4,77,1.0,1.0,0,1.0,1.0,0.0,0.0,3,0.0,0.0,0.0,1.0,D
20,79,1.0,1.0,1.0,7,72,0.0,0.0,1,1.0,1.0,0.0,0.0,3,0.0,0.0,0.0,0.0,D
22,62,1.0,2.0,1.0,7,95,1.0,1.0,2,1.0,1.0,0.0,0.0,2,0.0,0.0,0.0,0.0,D
13,93,0.0,1.0,0.0,6,96,2.0,1.0,2,2.0,1.0,1.0,0.0,3,0.0,0.0,0.0,1.0,D
22,100,1.0,1.0,1.0,7,64,1.0,1.0,2,0.0,1.0,1.0,2.0,3,0.0,1.0,0.0,1.0,C
19,76,1.0,0.0,1.0,6,68,1.0,1.0,2,2.0,1.0,0.0,2.0,3,0.0,0.0,1.0,1.0,D
9,60,1.0,0.0,1.0,6,93,1.0,1.0,3,0.0,2.0,1.0,1.0,2,0.0,0.0,1.0,1.0,D
15,67,1.0,1.0,0.0,8,75,1.0,1.0,0,2.0,2.0,0.0,0.0,4,0.0,2.0,0.0,1.0,D
18,86,0.0,0.0,1.0,9,64,0.0,1.0,3,0.0,2.0,0.0,2.0,3,0.0,0.0,0.0,1.0,D
31,84,0.0,1.0,1.0,8,98,0.0,1.0,1,1.0,1.0,0.0,2.0,4,0.0,2.0,0.0,1.0,C
23,92,1.0,1.0,1.0,6,61,0.0,1.0,4,0.0,1.0,0.0,2.0,4,0.0,1.0,0.0,0.0,C
12,70,1.0,1.0,1.0,6,81,0.0,1.0,1,0.0,1.0,0.0,0.0,2,1.0,0.0,2.0,0.0,E
23,91,1.0,0.0,1.0,6,71,1.0,1.0,5,0.0,2.0,0.0,1.0,3,0.0,0.0,1.0,1.0,C
11,88,1.0,0.0,1.0,7,73,0.0,1.0,1,1.0,0.0,1.0,1.0,3,1.0,1.0,0.0,1.0,D
26,73,1.0,1.0,0.0,6,55,1.0,1.0,1,1.0,0.0,0.0,2.0,4,0.0,2.0,0.0,0.0,D
17,82,0.0,1.0,1.0,9,63,1.0,1.0,2,0.0,1.0,1.0,1.0,2,0.0,1.0,1.0,0.0,D
19,66,1.0,0.0,0.0,7,58,1.0,1.0,5,1.0,0.0,0.0,2.0,4,0.0,1.0,1.0,1.0,D
28,78,2.0,1.0,0.0,8,87,0.0,1.0,2,0.0,1.0,0.0,2.0,2,0.0,2.0,0.0,0.0,C
12,95,1.0,2.0,1.0,5,85,1.0,1.0,2,2.0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.0,C
12,77,1.0,0.0,1.0,6,90,1.0,1.0,2,1.0,0.0,0.0,1.0,2,0.0,0.0,0.0,1.0,D
16,94,0.0,1.0,0.0,8,85,1.0,1.0,3,0.0,2.0,0.0,1.0,2,0.0,0.0,0.0,1.0,D
26,84,1.0,1.0,1.0,8,56,1.0,0.0,1,1.0,1.0,0.0,0.0,2,0.0,1.0,0.0,1.0,D
11,68,1.0,2.0,1.0,5,99,1.0,1.0,1,2.0,1.0,0.0,1.0,4,0.0,2.0,0.0,1.0,D
3,83,2.0,0.0,1.0,7,59,0.0,1.0,2,1.0,2.0,0.0,2.0,5,0.0,0.0,1.0,0.0,D
17,80,1.0,1.0,1.0,7,68,1.0,1.0,0,1.0,1.0,1.0,0.0,5,1.0,1.0,0.0,1.0,D
23,76,1.0,2.0,1.0,6,85,0.0,1.0,2,0.0,1.0,0.0,2.0,3,1.0,0.0,2.0,0.0,D
27,65,1.0,1.0,1.0,8,57,1.0,1.0,2,0.0,0.0,0.0,0.0,4,0.0,2.0,0.0,1.0,D
17,77,0.0,1.0,1.0,5,59,1.0,1.0,2,1.0,2.0,1.0,1.0,4,0.0,0.0,0.0,0.0,D
18,63,2.0,0.0,0.0,6,94,1.0,1.0,2,1.0,2.0,0.0,1.0,2,1.0,0.0,0.0,0.0,D
27,64,1.0,2.0,0.0,8,67,1.0,1.0,0,0.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
9,77,0.0,2.0,1.0,7,83,1.0,1.0,1,0.0,2.0,1.0,1.0,4,1.0,0.0,2.0,0.0,D
18,72,1.0,1.0,1.0,7,93,1.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,1.0,0.0,1.0,D
21,97,1.0,0.0,0.0,7,99,1.0,1.0,1,2.0,1.0,0.0,0.0,3,0.0,2.0,0.0,1.0,C
23,75,0.0,0.0,1.0,8,61,2.0,1.0,2,0.0,1.0,0.0,2.0,2,0.0,0.0,2.0,1.0,D
17,90,1.0,1.0,1.0,8,56,0.0,1.0,0,1.0,1.0,1.0,1.0,4,0.0,1.0,0.0,1.0,D
20,81,1.0,1.0,0.0,8,87,1.0,1.0,1,2.0,1.0,1.0,1.0,3,0.0,0.0,0.0,0.0,D
5,88,1.0,1.0,0.0,7,59,1.0,1.0,3,0.0,1.0,0.0,0.0,3,0.0,1.0,0.0,1.0,D
16,70,0.0,1.0,1.0,6,79,2.0,1.0,0,2.0,2.0,0.0,0.0,3,0.0,1.0,0.0,1.0,D
23,98,2.0,2.0,1.0,6,77,1.0,1.0,1,0.0,2.0,0.0,1.0,1,0.0,2.0,0.0,1.0,C
14,81,0.0,1.0,1.0,5,78,1.0,1.0,2,2.0,2.0,0.0,2.0,4,0.0,2.0,0.0,0.0,D
20,93,1.0,1.0,1.0,6,82,0.0,0.0,1,1.0,2.0,0.0,2.0,3,1.0,0.0,1.0,1.0,D
23,75,2.0,2.0,1.0,6,93,1.0,0.0,2,1.0,0.0,0.0,1.0,3,0.0,2.0,1.0,1.0,D
18,64,0.0,1.0,1.0,9,64,1.0,1.0,4,0.0,1.0,0.0,0.0,4,1.0,0.0,0.0,0.0,D
21,87,0.0,2.0,1.0,5,78,2.0,1.0,1,0.0,1.0,1.0,2.0,2,0.0,0.0,0.0,1.0,D
14,60,0.0,0.0,1.0,9,67,0.0,1.0,3,2.0,2.0,0.0,2.0,3,0.0,0.0,0.0,1.0,D
19,79,1.0,2.0,1.0,7,66,0.0,1.0,3,2.0,1.0,0.0,2.0,3,1.0,0.0,0.0,0.0,D
24,68,0.0,2.0,0.0,7,51,1.0,1.0,0,0.0,0.0,1.0,1.0,4,0.0,0.0,0.0,1.0,D
21,85,1.0,1.0,0.0,8,80,1.0,1.0,3,0.0,2.0,0.0,2.0,3,1.0,1.0,1.0,1.0,D
16,99,1.0,1.0,0.0,5,99,0.0,0.0,0,0.0,1.0,1.0,1.0,5,0.0,1.0,1.0,1.0,D
21,79,1.0,0.0,1.0,6,88,0.0,1.0,2,2.0,1.0,0.0,1.0,1,0.0,0.0,0.0,0.0,D
24,93,0.0,1.0,1.0,5,62,2.0,1.0,1,2.0,1.0,1.0,0.0,3,0.0,1.0,1.0,1.0,D
8,80,2.0,1.0,0.0,6,86,1.0,1.0,2,0.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
27,80,0.0,0.0,0.0,6,65,0.0,1.0,1,0.0,1.0,0.0,2.0,4,0.0,2.0,0.0,0.0,D
18,97,1.0,2.0,0.0,9,88,0.0,1.0,1,2.0,1.0,0.0,1.0,3,1.0,0.0,0.0,1.0,C
23,96,0.0,2.0,1.0,6,93,0.0,1.0,5,0.0,1.0,0.0,0.0,4,0.0,0.0,0.0,1.0,C
27,91,0.0,2.0,0.0,4,67,1.0,1.0,1,2.0,2.0,1.0,1.0,2,0.0,0.0,1.0,1.0,C
12,72,1.0,1.0,0.0,6,50,2.0,1.0,1,0.0,1.0,0.0,2.0,3,0.0,1.0,0.0,0.0,D
16,82,1.0,1.0,1.0,8,65,2.0,1.0,2,0.0,1.0,1.0,2.0,5,1.0,2.0,0.0,0.0,D
18,69,1.0,2.0,1.0,9,60,1.0,1.0,3,0.0,1.0,0.0,0.0,2,0.0,1.0,2.0,1.0,D
15,78,1.0,1.0,1.0,7,81,1.0,1.0,0,1.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,D
30,79,2.0,1.0,0.0,6,65,1.0,1.0,1,0.0,1.0,0.0,0.0,4,0.0,2.0,0.0,1.0,C
15,93,1.0,1.0,1.0,7,52,1.0,1.0,3,0.0,1.0,0.0,0.0,5,0.0,1.0,0.0,1.0,D
17,96,1.0,1.0,0.0,8,77,1.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,2.0,0.0,1.0,C
21,77,1.0,0.0,1.0,5,94,0.0,1.0,1,1.0,2.0,0.0,0.0,3,0.0,0.0,2.0,0.0,D
13,61,0.0,0.0,0.0,7,73,0.0,1.0,2,2.0,1.0,0.0,2.0,2,0.0,0.0,0.0,1.0,E
18,94,1.0,1.0,1.0,7,69,1.0,1.0,1,1.0,2.0,0.0,2.0,2,0.0,0.0,2.0,1.0,D
22,67,1.0,1.0,1.0,7,59,2.0,1.0,2,0.0,2.0,0.0,2.0,3,0.0,2.0,0.0,0.0,D
18,85,1.0,2.0,0.0,7,69,1.0,1.0,2,0.0,1.0,1.0,2.0,4,0.0,0.0,0.0,0.0,D
19,61,1.0,1.0,0.0,6,67,0.0,1.0,1,1.0,1.0,0.0,2.0,1,0.0,1.0,0.0,0.0,D
17,76,2.0,1.0,0.0,8,100,0.0,0.0,0,2.0,1.0,1.0,1.0,4,0.0,0.0,1.0,0.0,D
11,99,2.0,1.0,1.0,7,52,1.0,1.0,0,2.0,2.0,1.0,1.0,5,0.0,1.0,0.0,1.0,D
22,64,1.0,1.0,1.0,7,62,1.0,1.0,3,0.0,1.0,1.0,1.0,4,0.0,2.0,1.0,1.0,D
31,77,2.0,0.0,1.0,5,53,2.0,1.0,1,1.0,1.0,0.0,1.0,2,0.0,0.0,0.0,1.0,D
20,72,2.0,0.0,1.0,8,93,1.0,1.0,4,0.0,2.0,0.0,2.0,2,0.0,0.0,0.0,0.0,D
21,96,2.0,1.0,1.0,6,71,2.0,0.0,3,1.0,1.0,0.0,0.0,3,0.0,0.0,0.0,1.0,C
24,95,1.0,0.0,1.0,9,90,1.0,1.0,3,0.0,0.0,0.0,2.0,4,0.0,0.0,1.0,0.0,C
12,70,2.0,1.0,0.0,5,85,2.0,1.0,1,2.0,1.0,0.0,2.0,3,0.0,2.0,0.0,1.0,D
30,63,1.0,2.0,1.0,8,96,1.0,1.0,4,0.0,1.0,1.0,2.0,3,0.0,2.0,0.0,1.0,C
21,85,1.0,1.0,0.0,4,51,0.0,1.0,2,0.0,1.0,0.0,1.0,3,0.0,1.0,0.0,1.0,D
30,73,2.0,0.0,0.0,4,60,1.0,1.0,0,0.0,0.0,1.0,2.0,4,0.0,0.0,1.0,1.0,D
31,61,1.0,1.0,0.0,4,79,1.0,1.0,0,0.0,0.0,0.0,2.0,3,0.0,0.0,1.0,1.0,D
25,65,2.0,0.0,1.0,8,85,1.0,1.0,2,0.0,1.0,0.0,0.0,3,0.0,2.0,0.0,1.0,D
23,87,1.0,0.0,0.0,7,79,1.0,1.0,2,1.0,1.0,0.0,1.0,2,0.0,0.0,2.0,0.0,D
21,68,1.0,1.0,0.0,9,79,0.0,1.0,1,2.0,2.0,1.0,0.0,4,0.0,2.0,1.0,1.0,D
19,94,1.0,1.0,0.0,7,97,1.0,1.0,0,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,1.0,D
27,62,2.0,0.0,0.0,7,96,1.0,1.0,2,0.0,1.0,0.0,1.0,4,0.0,0.0,0.0,0.0,D
21,69,2.0,1.0,1.0,7,52,0.0,1.0,0,0.0,1.0,0.0,0.0,3,0.0,2.0,0.0,0.0,D
8,100,2.0,2.0,1.0,6,71,1.0,1.0,0,0.0,2.0,0.0,2.0,2,0.0,2.0,0.0,1.0,C
13,77,0.0,1.0,1.0,6,76,0.0,0.0,1,1.0,0.0,1.0,1.0,4,0.0,1.0,1.0,0.0,D
19,88,0.0,1.0,1.0,5,68,2.0,1.0,1,0.0,0.0,0.0,2.0,5,0.0,0.0,1.0,0.0,D
22,67,0.0,1.0,0.0,8,52,1.0,1.0,1,1.0,0.0,0.0,0.0,2,1.0,1.0,1.0,1.0,D
20,84,0.0,0.0,0.0,7,74,0.0,1.0,1,2.0,1.0,0.0,1.0,3,0.0,2.0,0.0,1.0,D
27,89,1.0,1.0,1.0,7,99,1.0,1.0,0,1.0,2.0,0.0,2.0,2,0.0,0.0,0.0,1.0,C
8,73,1.0,2.0,1.0,10,54,1.0,1.0,2,1.0,1.0,0.0,2.0,3,0.0,0.0,0.0,0.0,D
21,93,0.0,0.0,1.0,6,91,0.0,1.0,1,2.0,1.0,0.0,0.0,3,0.0,2.0,0.0,0.0,D
9,84,2.0,2.0,1.0,7,60,2.0,1.0,1,0.0,1.0,1.0,2.0,3,0.0,1.0,1.0,0.0,D
25,76,1.0,1.0,1.0,7,79,1.0,1.0,2,1.0,1.0,0.0,2.0,2,0.0,1.0,0.0,0.0,D
19,82,2.0,1.0,0.0,9,69,0.0,1.0,2,1.0,1.0,1.0,1.0,3,0.0,1.0,1.0,0.0,D
23,83,1.0,0.0,0.0,7,67,1.0,1.0,3,0.0,0.0,0.0,0.0,4,0.0,0.0,1.0,1.0,D
15,67,1.0,1.0,1.0,7,94,0.0,1.0,0,2.0,0.0,1.0,2.0,2,0.0,2.0,1.0,0.0,D
28,76,1.0,1.0,1.0,10,99,2.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,0.0,0.0,0.0,C
26,74,1.0,1.0,0.0,6,69,1.0,1.0,2,0.0,2.0,0.0,2.0,4,0.0,2.0,1.0,0.0,D
24,76,1.0,1.0,1.0,7,82,1.0,1.0,2,1.0,1.0,0.0,2.0,4,0.0,1.0,2.0,0.0,D
19,90,1.0,1.0,0.0,8,78,1.0,1.0,1,0.0,1.0,1.0,1.0,3,0.0,0.0,1.0,0.0,D
23,79,2.0,2.0,1.0,6,54,0.0,1.0,1,0.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,D
16,98,2.0,0.0,1.0,8,52,1.0,1.0,3,0.0,2.0,0.0,1.0,3,0.0,1.0,1.0,1.0,D
25,72,1.0,1.0,0.0,6,89,0.0,1.0,3,0.0,2.0,0.0,1.0,5,0.0,0.0,0.0,0.0,D
30,77,1.0,0.0,1.0,9,70,1.0,1.0,0,1.0,2.0,0.0,1.0,1,0.0,0.0,1.0,0.0,D
26,91,2.0,1.0,1.0,8,65,0.0,1.0,0,1.0,2.0,0.0,1.0,2,0.0,0.0,1.0,0.0,C
16,82,2.0,2.0,0.0,7,99,0.0,1.0,3,1.0,1.0,0.0,2.0,3,0.0,2.0,1.0,0.0,C
22,82,1.0,0.0,0.0,5,54,1.0,1.0,2,1.0,1.0,0.0,1.0,2,0.0,1.0,1.0,0.0,D
12,62,2.0,2.0,1.0,6,63,2.0,1.0,0,0.0,1.0,1.0,0.0,2,0.0,0.0,0.0,0.0,D
23,76,0.0,2.0,1.0,7,93,1.0,1.0,2,0.0,1.0,0.0,0.0,2,0.0,1.0,0.0,0.0,D
23,71,0.0,1.0,1.0,8,71,0.0,1.0,1,0.0,0.0,0.0,1.0,2,0.0,2.0,0.0,1.0,D
9,100,0.0,0.0,0.0,7,79,1.0,1.0,1,0.0,1.0,0.0,2.0,2,0.0,2.0,0.0,0.0,D
18,95,1.0,2.0,0.0,8,96,1.0,1.0,3,1.0,0.0,0.0,0.0,6,0.0,2.0,0.0,0.0,C
18,87,0.0,0.0,0.0,8,57,1.0,0.0,3,2.0,2.0,0.0,2.0,4,0.0,0.0,0.0,0.0,D
13,74,2.0,2.0,1.0,7,61,1.0,1.0,2,0.0,1.0,0.0,2.0,3,0.0,0.0,1.0,0.0,D
22,82,1.0,2.0,1.0,7,58,1.0,1.0,0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,0.0,D
22,94,1.0,1.0,1.0,7,75,0.0,1.0,0,0.0,2.0,0.0,1.0,3,0.0,0.0,0.0,0.0,D
19,95,0.0,2.0,1.0,6,91,2.0,1.0,1,1.0,2.0,0.0,1.0,4,0.0,1.0,0.0,0.0,C
15,66,1.0,1.0,0.0,9,63,1.0,1.0,3,1.0,1.0,1.0,1.0,3,0.0,0.0,0.0,0.0,D
26,74,0.0,1.0,0.0,8,57,1.0,1.0,0,1.0,1.0,1.0,2.0,1,0.0,0.0,0.0,0.0,D
30,73,2.0,1.0,1.0,9,70,0.0,1.0,0,1.0,1.0,0.0,0.0,4,0.0,1.0,0.0,0.0,D
17,62,2.0,0.0,0.0,6,99,1.0,1.0,2,1.0,1.0,1.0,0.0,3,0.0,0.0,2.0,1.0,D
16,84,1.0,2.0,1.0,8,51,0.0,1.0,0,1.0,1.0,0.0,0.0,3,0.0,2.0,0.0,1.0,D
23,94,0.0,0.0,1.0,9,75,1.0,1.0,3,0.0,1.0,1.0,1.0,2,0.0,2.0,1.0,1.0,D
18,75,2.0,1.0,1.0,9,83,1.0,1.0,2,0.0,1.0,0.0,2.0,4,1.0,2.0,1.0,1.0,D
19,90,1.0,2.0,1.0,5,90,0.0,1.0,0,0.0,1.0,0.0,1.0,2,0.0,1.0,2.0,1.0,A
24,85,1.0,1.0,1.0,7,87,2.0,1.0,2,1.0,1.0,1.0,1.0,2,0.0,0.0,0.0,1.0,C
9,75,1.0,1.0,0.0,7,54,0.0,1.0,2,0.0,1.0,0.0,2.0,4,0.0,0.0,0.0,1.0,D
28,66,2.0,1.0,1.0,9,73,1.0,1.0,2,0.0,1.0,0.0,2.0,2,0.0,1.0,0.0,0.0,D
20,88,1.0,1.0,0.0,4,54,0.0,1.0,0,2.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,D
18,94,2.0,2.0,1.0,5,81,1.0,1.0,0,2.0,0.0,0.0,0.0,5,0.0,0.0,0.0,1.0,C
19,87,0.0,1.0,0.0,9,54,0.0,1.0,3,0.0,2.0,0.0,2.0,4,0.0,0.0,1.0,1.0,D
20,61,0.0,1.0,0.0,6,52,1.0,1.0,2,0.0,0.0,1.0,0.0,2,0.0,2.0,0.0,0.0,D
10,69,1.0,1.0,1.0,5,65,0.0,1.0,0,1.0,1.0,1.0,2.0,3,0.0,0.0,0.0,1.0,D
29,63,0.0,0.0,1.0,9,97,2.0,0.0,3,1.0,2.0,0.0,0.0,3,0.0,0.0,0.0,0.0,D
20,83,1.0,0.0,1.0,5,85,1.0,1.0,1,2.0,2.0,0.0,1.0,2,0.0,1.0,2.0,0.0,D
23,90,0.0,0.0,0.0,9,50,0.0,1.0,4,1.0,1.0,1.0,1.0,3,0.0,0.0,1.0,0.0,D
26,64,1.0,1.0,0.0,5,64,1.0,1.0,2,2.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,D
14,94,1.0,1.0,0.0,5,51,1.0,1.0,0,1.0,2.0,0.0,1.0,3,0.0,1.0,0.0,0.0,D
23,82,2.0,0.0,0.0,7,65,2.0,1.0,1,1.0,2.0,0.0,0.0,3,0.0,0.0,0.0,1.0,D
18,88,2.0,0.0,1.0,6,84,1.0,1.0,1,1.0,2.0,0.0,2.0,3,0.0,2.0,1.0,1.0,C
25,99,2.0,1.0,1.0,7,88,1.0,1.0,3,0.0,1.0,1.0,2.0,4,0.0,1.0,1.0,1.0,C
7,63,2.0,2.0,1.0,10,90,1.0,1.0,0,0.0,1.0,1.0,2.0,2,1.0,0.0,1.0,0.0,B
19,96,1.0,1.0,1.0,7,95,2.0,1.0,3,1.0,2.0,1.0,0.0,3,0.0,1.0,0.0,1.0,C
16,65,1.0,0.0,0.0,9,68,1.0,1.0,1,2.0,1.0,0.0,1.0,3,0.0,0.0,1.0,0.0,D
23,76,2.0,2.0,0.0,7,93,1.0,1.0,0,1.0,1.0,1.0,0.0,6,0.0,0.0,1.0,0.0,D
23,94,1.0,2.0,0.0,8,86,1.0,1.0,1,0.0,2.0,0.0,1.0,0,0.0,1.0,2.0,1.0,C
16,96,1.0,1.0,1.0,4,77,2.0,1.0,1,2.0,2.0,0.0,2.0,2,0.0,0.0,0.0,0.0,C
16,80,2.0,1.0,1.0,8,98,2.0,1.0,2,1.0,2.0,1.0,2.0,4,0.0,2.0,0.0,0.0,C
19,84,1.0,1.0,0.0,8,97,2.0,1.0,2,1.0,1.0,0.0,1.0,1,1.0,1.0,0.0,0.0,D
15,88,2.0,2.0,1.0,6,95,1.0,1.0,2,0.0,1.0,0.0,0.0,4,0.0,0.0,0.0,1.0,C
25,93,1.0,1.0,1.0,10,60,0.0,1.0,1,1.0,1.0,0.0,2.0,3,0.0,1.0,1.0,0.0,C
18,65,1.0,2.0,1.0,6,60,0.0,1.0,0,1.0,2.0,1.0,1.0,3,0.0,0.0,1.0,1.0,D
3,92,2.0,0.0,1.0,5,95,2.0,1.0,3,1.0,1.0,0.0,1.0,1,0.0,2.0,0.0,1.0,D
18,79,1.0,1.0,0.0,8,70,2.0,1.0,3,1.0,1.0,0.0,2.0,3,0.0,1.0,0.0,1.0,D
14,78,2.0,2.0,1.0,5,90,1.0,1.0,1,1.0,1.0,0.0,1.0,3,0.0,2.0,0.0,1.0,D
